invoice_h_id,qty,unit_price_egp,discount_abs,line_total_after_disc,ship_to_address
300263,3,73.87,52.43,169.18,
300263,4,258.48,182.13,851.79,
300263,4,229.92,199.98,719.70,
300267,4,117.41,51.70,417.94,"90 Corniche st., near metro, Nasr City"
300267,6,19.35,17.19,98.91,"146 Zayed st., near school, Nars City"
300267,2,224.88,55.03,394.73,Nas rCity 48 Geish st. school
300274,4,18.92,11.98,63.70,Nas rCity 235 Abbas st. police st.
300274,3,128.74,98.15,288.07,151 hospital Nasrr City
300274,3,18.00,11.47,42.53,
300274,9,34.75,67.35,245.40,Abbas 112 - Nasr City
300274,6,184.98,172.59,937.29,85 market Nasr City
300274,4,418.74,400.84,1274.12,"55 Faisal st., near metro, Nsr City"
300275,5,429.24,385.06,1761.14,"183 Industrial Zone st., near bridge, nasr city"
300275,3,540.60,318.67,1303.13,"89 Geish st., near market, Nasr City"
300275,2,138.60,71.59,205.61,151 mosque Nasr CCity
300275,4,138.17,75.47,477.21,NASR CITY 6 9th District st. park
300275,9,543.66,945.99,3946.95,Nasr City 180 Sudan st. square
300276,4,172.83,31.59,659.73,"52 Mustafa Nahhas st., near bridge, FAISAL"
300276,1,34.58,4.30,30.28,Nasr 153 - Fiasal
300276,4,139.23,24.48,532.44,Nile 141 - faisal
300282,3,12.43,4.91,32.38,faisal 206 Sudan st. hospital
300282,3,514.59,241.70,1302.07,96 gas station Fasial
300282,5,22.87,10.64,103.71,147 school FAISAL
300282,4,63.44,42.70,211.06,"110 Faisal st., near mosque, faisal"
300282,4,206.85,119.82,707.58,Nile 157 - Faaisal
300286,1,11.33,1.78,9.55,Tahrir 168 - Fiasal
300286,4,48.06,37.65,154.59,FAISAL 76 Horreya st. hospital
300286,5,152.61,165.62,597.43,Fasial 96 Tahrir st. mosque
300286,3,81.40,44.43,199.77,Faisal 36 Abbas st. gas station
300292,4,8.58,2.80,31.52,
300292,4,18.31,12.87,60.37,
300292,4,64.78,35.99,223.13,
300293,5,30.46,11.01,141.29,28 school Faiasl
300293,3,129.76,32.56,356.72,faisal 35 Port Said st. square
300293,2,333.59,42.48,624.70,166 square Faisal
300293,5,167.38,42.59,794.31,
300293,5,11.90,6.24,53.26,Faissal 233 Corniche st. square
300293,2,43.43,10.39,76.47,FAISAL 72 Gamet Dewal st. mosque
300293,4,26.26,5.42,99.62,
300293,8,88.70,59.69,649.91,Tahrir 117 - Faisal
300293,2,146.68,34.32,259.04,
300307,4,22.61,12.26,78.18,Faisal 88 Industrial Zone st. police st.
300307,4,200.90,150.20,653.40,Faisal 56 Salah Salem st. school
300307,1,224.40,34.98,189.42,
300307,8,61.49,84.53,407.39,Geish 28 - Faial
300307,3,185.12,95.40,459.96,Zayed 178 - Faisal
300307,4,44.82,26.24,153.04,"19 Zayed st., near school, Faissal"
300307,5,35.41,39.18,137.87,"214 9th District st., near hospital, Faiasl"
300310,6,150.18,219.13,681.95,194 bridge Faisal
300310,4,543.15,634.25,1538.35,faisal 59 9th District st. gas station
300310,4,7.31,6.39,22.85,"16 Port Said st., near park, Faisal"
300310,5,8.18,11.70,29.20,"131 Autostrad st., near gas station, Faisal"
300310,2,258.72,133.37,384.07,78 hospital Faisal
300310,6,13.71,15.41,66.85,
300310,5,174.59,211.64,661.31,Sudan 1 - Fisal
300310,4,413.70,321.53,1333.27,
300310,2,334.85,153.10,516.60,"121 Faisal st., near mosque, Faisal"
300310,2,336.11,170.44,501.78,219 park Faisal
300310,3,219.97,204.49,455.42,155 police st. Faisal
300315,4,142.88,92.46,479.06,Faisal 107 - Faisal
300315,5,401.52,194.44,1813.16,"82 9th District st., near mosque, Faisal"
300315,2,16.96,4.49,29.43,"20 Industrial Zone st., near gas station, Faisal"
300315,4,295.16,169.90,1010.74,6 square Faisal
300315,3,148.35,73.97,371.08,
300315,4,390.60,203.40,1359.00,202 mosque Faisal
300315,3,216.07,86.04,562.17,
300315,5,94.37,66.71,405.14,Autostrad 139 - FAISAL
300315,3,17.84,9.25,44.27,"109 Industrial Zone st., near gas station, FAISAL"
300320,5,17.55,15.45,72.30,Zayed 196 - FAISAL
300320,4,206.23,164.47,660.45,Faisal 219 - Faisal
300320,6,313.43,201.75,1678.83,"109 Haram st., near park, Fisal"
300320,6,231.84,136.04,1255.00,Fiasal 39 Gamet Dewal st. park
300320,3,58.80,16.43,159.97,"143 9th District st., near school, Faisal"
300320,5,116.58,86.28,496.62,Faisal 54 Abbas st. hospital
300320,6,119.06,104.39,609.97,
300330,1,115.88,24.23,91.65,Nasr 173 - Faisal
300330,3,13.60,9.92,30.88,73 bridge Faisal
300330,5,12.79,16.16,47.79,Zayed 42 - Faisal
300330,4,72.38,65.20,224.32,"22 Nile st., near bridge, Fiasal"
300330,5,8.60,11.50,31.50,Salah Salem 138 - Faisal
300330,1,34.52,8.00,26.52,Faisal 11 Gamet Dewal st. market
300330,6,18.85,28.11,84.99,"152 Horreya st., near school, faisal"
300332,4,35.90,45.07,98.53,
300332,2,17.66,8.86,26.46,64 park Faisal
300332,3,108.09,70.20,254.07,"201 9th District st., near school, Faisal"
300332,3,459.90,305.56,1074.14,
300332,2,43.74,20.23,67.25,Fasial 48 Autostrad st. hospital
300332,4,125.67,128.66,374.02,Zayed 103 - Faial
300333,5,221.04,40.10,1065.10,FAISAL 180 Tahrir st. police st.
300333,4,112.34,68.13,381.23,
300333,3,522.75,110.91,1457.34,"117 Faisal st., near hospital, Faial"
300333,1,200.29,17.41,182.88,"117 Industrial Zone st., near market, Fasal"
300333,5,121.30,57.34,549.16,
300333,5,115.76,73.97,504.83,
300333,7,12.10,10.30,74.40,Faial 124 Nile st. park
300339,5,47.48,33.00,204.40,3 police st. Faissal
300339,3,222.48,115.97,551.47,
300339,4,226.08,46.68,857.64,faisal 236 Autostrad st. police st.
300339,4,41.22,26.63,138.25,Abbas 23 - Faisal
300347,2,99.46,21.13,177.79,"234 Salah Salem st., near hospital, Faissal"
300347,4,13.25,8.08,44.92,Faisal 9 Port Said st. metro
300347,4,302.40,98.21,1111.39,30 gas station Faial
300347,6,33.50,24.10,176.90,"151 Salah Salem st., near hospital, Faisal"
300347,5,159.75,57.73,741.02,20 square Faisal
300347,2,178.99,15.65,342.33,
300347,5,216.24,136.91,944.29,"1 Nile st., near mosque, Faisal"
300347,1,161.27,23.10,138.17,Sudan 15 - Faisal
300354,1,72.77,12.15,60.62,Nile 205 - MOHANDESSIN
300354,5,213.82,163.44,905.66,Mohanessin 75 Tahrir st. gas station
300354,5,102.62,83.52,429.58,
300354,8,143.22,191.76,954.00,Tahrir 55 - Mohnadessin
300354,4,124.21,94.66,402.18,MOHANDESSIN 81 Geish st. mosque
300354,4,180.05,136.32,583.88,Mohandessin 162 Port Said st. school
300354,2,83.21,24.54,141.88,MOHANDESSIN 52 Corniche st. gas station
300357,2,25.20,12.27,38.13,1 park Mohandssin
300357,1,108.80,24.03,84.77,Sudan 22 - Mohandeessin
300357,3,420.00,269.64,990.36,
300357,4,241.44,236.99,728.77,MOHANDESSIN 39 Geish st. square
300358,5,60.51,15.58,286.97,55 bridge mohandessin
300358,2,249.60,24.97,474.23,Horreya 119 - Mohanessin
300358,2,315.32,40.81,589.83,"219 Salah Salem st., near gas station, Mohadnessin"
300358,5,130.28,55.37,596.03,Mohanndessin 202 Faisal st. square
300358,4,8.18,3.81,28.91,198 bridge Mohandessin
300358,6,11.28,7.83,59.85,"138 Port Said st., near hospital, MOHANDESSIN"
300358,3,42.35,14.16,112.89,Mohandessin 160 Industrial Zone st. park
300358,4,241.68,88.84,877.88,Mohandessin 177 Sudan st. hospital
300358,3,40.68,4.91,117.13,111 bridge Mohandesin
300358,2,91.30,0.67,181.93,
300373,2,310.91,63.82,558.00,"158 Port Said st., near school, Mohandessin"
300373,3,11.70,4.86,30.24,10 park Mhoandessin
300373,2,64.23,7.30,121.16,Nasr 224 - Mohandesisn
300373,5,58.44,32.31,259.89,9th District 192 - Moahndessin
300373,9,19.24,17.13,156.03,mohandessin 83 Tahrir st. mosque
300373,7,35.54,20.59,228.19,68 metro Moandessin
300373,4,127.68,51.32,459.40,
300387,2,191.14,79.89,302.39,Zayed 96 - Mohandeessin
300387,5,125.93,199.96,429.69,9th District 13 - mohandessin
300387,4,76.15,84.16,220.44,Mohandessin 200 Port Said st. school
300387,6,24.43,39.07,107.51,mohandessin 65 Mustafa Nahhas st. police st.
300393,5,176.18,92.32,788.58,191 bridge Mohandessin
300393,2,214.02,76.70,351.34,Mohandessin 100 Abbas st. school
300394,4,34.06,14.12,122.12,Gamet Dewal 189 - Mohandesin
300394,3,151.39,103.52,350.65,Gamet Dewal 90 - Mohanedssin
300394,6,48.42,26.82,263.70,"5 Nile st., near market, Mohandessin"
300394,2,44.96,9.91,80.01,MOHANDESSIN 105 Nile st. square
300394,3,132.26,65.24,331.54,"194 Salah Salem st., near school, Mohandessin"
300394,3,103.10,57.59,251.71,"98 Haram st., near bridge, Mohaandessin"
300394,4,30.62,13.51,108.97,Tahrir 201 - Mohanddessin
300399,3,252.72,143.73,614.43,
300399,7,11.41,12.02,67.85,
300399,8,8.30,10.61,55.79,Mohandessin 128 Nasr st. school
300399,2,239.52,100.57,378.47,Sudan 15 - Mohandesssin
300402,2,523.77,302.25,745.29,"47 Salah Salem st., near bridge, Mhandessin"
300402,3,218.12,123.70,530.66,Mustafa Nahhas 107 - Mohandessin
300403,3,498.27,393.12,1101.69,
300403,2,169.14,97.15,241.13,Abbas 188 - Mohandesssin
300403,7,76.22,119.51,414.03,Moahndessin 31 Zayed st. police st.
300407,5,40.82,33.00,171.10,79 metro Mohandessin
300407,10,301.14,278.20,2733.20,"49 Horreya st., near metro, Mohandessin"
300407,5,41.31,39.48,167.07,Mohandessin 151 Zayed st. square
300407,2,34.22,12.21,56.23,Abbas 100 - mohandessin
300407,3,11.40,5.58,28.62,Geish 151 - Mohandessin
300407,5,44.55,27.39,195.36,mohandessin 127 Autostrad st. metro
300407,8,122.72,147.41,834.35,
300407,4,491.13,198.82,1765.70,Mohandessin 231 Industrial Zone st. metro
300408,3,141.97,49.73,376.18,"171 Autostrad st., near square, mohandessin"
300408,2,35.51,2.68,68.34,Faisal 92 - Mohanessin
300408,5,72.38,22.62,339.28,45 mosque Mohandessin
300408,3,115.64,35.24,311.68,64 gas station MOHANDESSIN
300408,3,78.89,9.68,226.99,mohandessin 200 Faisal st. mosque
300408,6,122.37,80.13,654.09,Tahrir 176 - Mohandsesin
300408,4,33.59,17.42,116.94,89 school mohandessin
300408,5,416.22,63.26,2017.84,"113 Autostrad st., near gas station, Mohaandessin"
300408,2,183.74,30.72,336.76,210 hospital Mohandessin
300408,4,219.84,82.35,797.01,Mohandessin 180 Port Said st. police st.
300412,1,250.80,51.95,198.85,Autostrad 217 - SMOUHA
300412,5,215.25,259.72,816.53,
300416,4,11.79,9.73,37.43,smouha 155 Faisal st. park
300416,3,225.50,152.75,523.75,"10 9th District st., near square, smouha"
300416,3,475.32,364.09,1061.87,smouha 63 Geish st. bridge
300421,3,25.90,12.95,64.75,"83 Sudan st., near police st., Smouuha"
300421,5,23.26,21.52,94.78,
300421,3,13.68,5.34,35.70,smouha 191 Horreya st. metro
300421,8,220.56,325.91,1438.57,Tahrir 179 - Somuha
300421,3,116.11,67.43,280.90,"12 Zayed st., near square, Souha"
300421,3,8.63,4.15,21.74,
300421,8,122.63,187.61,793.43,"49 9th District st., near market, Smouha"
300421,4,79.83,28.08,291.24,Sudan 147 - Smohua
300421,2,339.57,127.16,551.98,Gamet Dewal 100 - smouha
300426,3,8.06,4.46,19.72,234 park Smmouha
300426,3,344.61,211.49,822.34,"54 Gamet Dewal st., near bridge, smouha"
300429,2,101.47,46.51,156.43,Sudan 186 - Smouha
300429,3,321.93,243.51,722.28,"125 Nasr st., near park, Smoouha"
300429,5,89.09,110.00,335.45,154 gas station Smouha
300429,3,153.22,80.41,379.25,131 school Smouha
300429,5,56.43,55.58,226.57,
300429,5,220.56,260.06,842.74,"30 Faisal st., near school, SMOUHA"
300429,1,192.29,42.43,149.86,Mustafa Nahhas 198 - SMOUHA
300429,4,35.31,36.00,105.24,"97 Nile st., near square, Smuha"
300432,7,223.04,155.97,1405.31,
300432,5,35.94,28.27,151.43,Smouha 136 Salah Salem st. gas station
300432,2,17.12,3.08,31.16,
300432,8,152.91,240.85,982.43,199 metro Souha
300449,5,439.32,260.76,1935.84,Smoha 66 Port Said st. gas station
300449,2,7.81,2.10,13.52,Smouha 163 Haram st. mosque
300449,3,16.52,5.71,43.85,"61 Nile st., near mosque, Smouha"
300449,4,12.71,6.36,44.48,
300459,7,285.08,494.23,1501.33,Industrial Zone 45 - smouha
300459,7,56.24,114.95,278.73,smouha 67 Corniche st. bridge
300459,3,126.46,91.80,287.58,Smouha 116 Salah Salem st. metro
300460,5,179.87,222.90,676.45,Smuoha 221 Industrial Zone st. gas station
300460,6,61.49,83.06,285.88,SMOUHA 134 Sudan st. police st.
300460,4,102.72,98.44,312.44,
300460,3,11.65,8.85,26.10,"106 Mustafa Nahhas st., near park, Smuha"
300460,8,164.31,293.77,1020.71,Haram 186 - Smohua
300460,5,8.52,8.40,34.20,Smouha 106 Abbas st. gas station
300460,5,12.38,14.03,47.87,Smouha 234 Gamet Dewal st. park
300460,2,71.59,34.00,109.18,102 metro Smouha
300463,2,164.56,11.44,317.68,"195 Sudan st., near park, smouha"
300463,3,284.45,95.29,758.06,
